DIRECCION;MAPA;NOMBRE;REGION;CIUDAD;TIPO_LOCAL
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XI; Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XII (Acceso Principal Mall); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XIII (Acceso Principal Mall); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XIV (Zona de Servicios); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XIX (Zona de Servicios); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XV (Frente a Farmacia); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XVI (Sector Autoplaza); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XVII (Sector Autoplaza); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XVIII (Zona de Servicios); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XX (Acceso Estacionamientos); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XXI (Frente a Farmacia); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Mall Plaza Vespucio XXII (Frente a Farmacia); Regi&oacuten Metropolitana de Santiago; La Florida; Mall Plaza
Av. Américo Vespucio # 7310; -33.518965213331334, -7059507179231260; Tottus La Florida I; Regi&oacuten Metropolitana de Santiago; La Florida; Sup.Tottus
Av. Américo Vespucio # 7310; -33.518965213331334, -7059507179231260; Tottus La Florida II; Regi&oacuten Metropolitana de Santiago; La Florida; Sup.Tottus
Walker Martinez # 3600; -33.52223476619467, -70.5564813634918; Tottus Walker Martinez; Regi&oacuten Metropolitana de Santiago; La Florida; Sup.Tottus
Av. Larraín # 5862 Local 1040 al 1060; -33.45354558193379, -70.56942527301636; Banco Mall Plaza Egaña; Regi&oacuten Metropolitana de Santiago; La Reina; Banco
Av. Jorge Alessandri # 1347; -33.462247258429585, -70.54700086772151; Homecenter La Reina; Regi&oacuten Metropolitana de Santiago; La Reina; HomeCenter
Av. Larraín # 5862; -33.45354558193379, -70.56942527301636; Mall Plaza Egaña I (Zona de Servicios); Regi&oacuten Metropolitana de Santiago; La Reina; Mall Plaza
Av. Larraín # 5862; -33.45354558193379, -70.56942527301636; Mall Plaza Egaña II (Costado Escalera Mecánica Piso 0); Regi&oacuten Metropolitana de Santiago; La Reina; Mall Plaza
Av. Larraín # 5862; -33.45354558193379, -70.56942527301636; Mall Plaza Egaña III (Zona de Servicios); Regi&oacuten Metropolitana de Santiago; La Reina; Mall Plaza
Av. Larraín # 5862; -33.45354558193379, -70.56942527301636; Mall Plaza Egaña IV (Frente a ascensores Piso 2); Regi&oacuten Metropolitana de Santiago; La Reina; Mall Plaza
Av. Larraín # 5862; -33.45354558193379, -70.56942527301636; Tottus Mall Plaza Egaña; Regi&oacuten Metropolitana de Santiago; La Reina; Sup.Tottus
Av. Kennedy # 9001; -33.389229832014045, -70.54573593995055; Banco Alto Las Condes; Regi&oacuten Metropolitana de Santiago; Las Condes; Banco
Av. El Bosque Norte # 160 Local 6; -33.415510658635, -70.60088685978695; Banco Av.El Bosque; Regi&oacuten Metropolitana de Santiago; Las Condes; Banco
Av. Las Condes # 12265 Local 99-100; -33.37318202770411, -70.51833667063909; Banco Cantagallo; Regi&oacuten Metropolitana de Santiago; Las Condes; Banco
Av. Kennedy # 5413; -33.40188677743548, -70.57583503723146; Banco Parque Arauco; Regi&oacuten Metropolitana de Santiago; Las Condes; Banco
Av. Kennedy # 5413; -33.40188677743548, -70.57583503723146; Homecenter Parque Arauco; Regi&oacuten Metropolitana de Santiago; Las Condes; HomeCenter
Av. Kennedy # 5601 Piso 3; -33.399687795372714, -70.57457448862307; Tottus Parque Arauco I; Regi&oacuten Metropolitana de Santiago; Las Condes; Sup.Tottus
Av. Kennedy # 5601 Piso 3; -33.399687795372714, -70.57457448862307; Tottus Parque Arauco II; Regi&oacuten Metropolitana de Santiago; Las Condes; Sup.Tottus
Av.Apoquindo # 6051 Loc.30; , ; Banco El Faro; Regi&oacuten Metropolitana de Santiago; Las Condes; Banco
Av. A. Vespucio # 399 Local B03; -33.48161231954411, -70.75379984444272; Banco Arauco Maipú; Regi&oacuten Metropolitana de Santiago; Maipú; Banco
5 de Abril # 78; -33.51064331051515, -70.75834354999995; Banco Maipú I; Regi&oacuten Metropolitana de Santiago; Maipú; Banco
5 de Abril # 78; -33.51064331051515, -70.75834354999995; Banco Maipú II; Regi&oacuten Metropolitana de Santiago; Maipú; Banco
Av. A. Vespucio # 399 Piso 3; -33.48161231954411, -70.75379984444272; Falabella Arauco Maipú; Regi&oacuten Metropolitana de Santiago; Maipú; Tienda Falabella
Av. Serrano # 349; -33.68517143624379, -71.21382372883602; Banco Melipilla; Regi&oacuten Metropolitana de Santiago; Melipilla; Banco
Irarrázaval # 2779; -33.4544794104928, -70.60211915000002; Banco Irarrázaval; Regi&oacuten Metropolitana de Santiago; Ñuñoa; Banco
Av. Irarrázaval # 5420; -33.4533587206075, -70.57351810396733; Banco Plaza Egaña; Regi&oacuten Metropolitana de Santiago; Ñuñoa; Banco
Av. Padre Hurtado # 2436; -33.57173925157483, -70.81818475777582; Tottus Padre Hurtado I; Regi&oacuten Metropolitana de Santiago; Padre Hurtado; Sup.Tottus
Av. Padre Hurtado # 2436; -33.57173925157483, -70.81818475777582; Tottus Padre Hurtado II; Regi&oacuten Metropolitana de Santiago; Padre Hurtado; Sup.Tottus
Alcalde Luis Araya # 1047; -33.60670620716916, -70.89953357619629; Banco Peñaflor; Regi&oacuten Metropolitana de Santiago; Peñaflor; Banco
Alcalde Luis Araya # 1047; -33.60670620716916, -70.89953357619629; Tottus Penaflor; Regi&oacuten Metropolitana de Santiago; Peñaflor; Sup.Tottus
Av. Tobalaba # 11120; -33.47284766279177, -70.55519572142646; Tottus Tobalaba I; Regi&oacuten Metropolitana de Santiago; Peñalolén; Sup.Tottus
Av. Tobalaba # 11120; -33.47284766279177, -70.55519572142646; Tottus Tobalaba II; Regi&oacuten Metropolitana de Santiago; Peñalolén; Sup.Tottus
Mar Tirreno # 3349 Local 006-B; -33.48625886050547, -70.57695279999996; Banco Quilín; Regi&oacuten Metropolitana de Santiago; Peñalolén; Banco
Av. A. Bello # 2465 Local 4228; -33.417064683535976, -70.60758956817017; Banco Costanera Center; Regi&oacuten Metropolitana de Santiago; Providencia; Banco
Luis Tayer Ojeda # 086 Loc.101; -33.41816594890535, -70.60333627222894; Banco Luis Thayer Ojeda; Regi&oacuten Metropolitana de Santiago; Providencia; Banco
Nueva Lyon # 64; -33.4213048104796, -70.61029945000001; Banco Lyon; Regi&oacuten Metropolitana de Santiago; Providencia; Banco
Av. A. Bello # 2465 Local 2400; -33.417064683535976, -70.60758956817017; Falabella Costanera Center; Regi&oacuten Metropolitana de Santiago; Providencia; Tienda Falabella
Nueva Lyon # 64; -33.4213048104796, -70.61029945000001; Falabella Lyon; Regi&oacuten Metropolitana de Santiago; Providencia; Tienda Falabella
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Banco Plaza Tobalaba I; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Banco
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Banco Plaza Tobalaba II; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Banco
Balmaceda # 190; -33.610017560554844, -70.57489684999996; Banco Puente Alto ; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Banco
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Falabella Tobalaba; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Tienda Falabella
Av. Concha y Toro # 1315; -33.60147299772882, -70.57713456745911; Homecenter Puente Alto; Regi&oacuten Metropolitana de Santiago; Puente Alto ; HomeCenter
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Homecenter Tobalaba; Regi&oacuten Metropolitana de Santiago; Puente Alto ; HomeCenter
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Mall Plaza Tobalaba I; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Mall Plaza
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Mall Plaza Tobalaba II; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Mall Plaza
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Mall Plaza Tobalaba III; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Mall Plaza
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Mall Plaza Tobalaba IV; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Mall Plaza
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Mall Plaza Tobalaba IX (Cercano Acceso Tottus); Regi&oacuten Metropolitana de Santiago; Puente Alto ; Mall Plaza
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Mall Plaza Tobalaba V (Acceso Tienda Falabella); Regi&oacuten Metropolitana de Santiago; Puente Alto ; Mall Plaza
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Mall Plaza Tobalaba VI (Zona de Servicios); Regi&oacuten Metropolitana de Santiago; Puente Alto ; Mall Plaza
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Mall Plaza Tobalaba VII (Zona de Servicios); Regi&oacuten Metropolitana de Santiago; Puente Alto ; Mall Plaza
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Mall Plaza Tobalaba VIII (Cercano Acceso Tottus); Regi&oacuten Metropolitana de Santiago; Puente Alto ; Mall Plaza
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Mall Plaza Tobalaba X (Acceso Tienda Falabella); Regi&oacuten Metropolitana de Santiago; Puente Alto ; Mall Plaza
Eyzaguirre # 105; -33.612590895287354, -70.57403046426394; Tottus Puente Alto; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Sup.Tottus
Av. Concha y Toro  # 1477; -33.59680073244594, -70.57793979999995; Tottus Puente Alto I; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Sup.Tottus
Av. Concha y Toro  # 1477; -33.59680073244594, -70.57793979999995; Tottus Puente Alto II; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Sup.Tottus
Av. Concha y Toro  # 1477; -33.59680073244594, -70.57793979999995; Tottus Puente Alto III; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Sup.Tottus
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Tottus Tobalaba I; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Sup.Tottus
Camilo Henriquez # 3296; -33.56885433120947, -70.55501263439334; Tottus Tobalaba II; Regi&oacuten Metropolitana de Santiago; Puente Alto ; Sup.Tottus
Av. O'Higgins # 581 Local 23-24; -33.36788634804444, -70.73107039641718; Banco Arauco Quilicura; Regi&oacuten Metropolitana de Santiago; Quilicura; Banco
Manuel A. Matta # 581; -33.36571005725171, -70.72724870185243; Homecenter Quilicura; Regi&oacuten Metropolitana de Santiago; Quilicura; HomeCenter
Eusebio Lillo # 404 ; -33.428753160482565, -70.64402670000004; Banco Patronato; Regi&oacuten Metropolitana de Santiago; Recoleta; Banco
Av. E. Frei Montalva # 3092; -33.399251383109366, -70.68466057380373; Homecenter Edificio Corporativo; Regi&oacuten Metropolitana de Santiago; Renca; HomeCenter
Av. Jorge Alessandri # 20040 ; -33.63229770882454, -70.7122614780335; Banco Mall Plaza Sur; Regi&oacuten Metropolitana de Santiago; San Bernardo; Banco
Eyzaguirre # 531-533; -33.591551002434926, -70.70475633255614; Banco San Bernardo; Regi&oacuten Metropolitana de Santiago; San Bernardo; Banco
O'Higgins # 580; -33.591593009140944, -70.70477823862304; Banco San Bernardo Plaza; Regi&oacuten Metropolitana de Santiago; San Bernardo; Banco
San José de Nos # 69; -33.634110941327684, -70.70926161018987; Falabella Mall Plaza Sur; Regi&oacuten Metropolitana de Santiago; San Bernardo; Tienda Falabella
San José de Nos # 69; -33.634110941327684, -70.70926161018987; Homecenter Mall Plaza Sur; Regi&oacuten Metropolitana de Santiago; San Bernardo; HomeCenter
Av. Jorge Alessandri # 20040; -33.63229770882454, -70.7122614780335; Mall Plaza Sur I (Acceso a Supermercado); Regi&oacuten Metropolitana de Santiago; San Bernardo; Mall Plaza
Av. Jorge Alessandri # 20040; -33.63229770882454, -70.7122614780335; Mall Plaza Sur II (Acceso a Supermercado); Regi&oacuten Metropolitana de Santiago; San Bernardo; Mall Plaza
Av. Jorge Alessandri # 20040; -33.63229770882454, -70.7122614780335; Mall Plaza Sur III (Zona de Servicios); Regi&oacuten Metropolitana de Santiago; San Bernardo; Mall Plaza
Av. Jorge Alessandri # 20040; -33.63229770882454, -70.7122614780335; Mall Plaza Sur IV (Zona de Servicios); Regi&oacuten Metropolitana de Santiago; San Bernardo; Mall Plaza
Av. Jorge Alessandri # 20040; -33.63229770882454, -70.7122614780335; Mall Plaza Sur V (Zona de Servicios); Regi&oacuten Metropolitana de Santiago; San Bernardo; Mall Plaza
Arturo Prat # 117; -33.59408575235338, -70.69936550344244; Tottus San Bernardo Estación I; Regi&oacuten Metropolitana de Santiago; San Bernardo; Sup.Tottus
Arturo Prat # 117; -33.59408575235338, -70.69936550344244; Tottus San Bernardo Estación II; Regi&oacuten Metropolitana de Santiago; San Bernardo; Sup.Tottus
Arturo Prat # 117; -33.59408575235338, -70.69936550344244; Tottus San Bernardo Estación II; Regi&oacuten Metropolitana de Santiago; San Bernardo; Sup.Tottus
O'Higgins # 528; -33.59179046054755, -70.70401055000002; Tottus San Bernardo Plaza I; Regi&oacuten Metropolitana de Santiago; San Bernardo; Sup.Tottus
O'Higgins # 528; -33.59179046054755, -70.70401055000002; Tottus San Bernardo Plaza II; Regi&oacuten Metropolitana de Santiago; San Bernardo; Sup.Tottus
Av. Vicuña Mackenna # 7110; -33.51873293177497, -70.5998854232788; Homecenter Ñuble; Regi&oacuten Metropolitana de Santiago; San Joaquin; HomeCenter
Gran Av. J.M. Carrera # 4965; -33.49914057037547, -70.6628826183228; Banco San Miguel; Regi&oacuten Metropolitana de Santiago; San Miguel; Banco
Gran Av. J.M. Carrera # 5508; -33.50376001051242, -70.65490539999996; Homecenter San Miguel; Regi&oacuten Metropolitana de Santiago; San Miguel; HomeCenter
Ahumada # 125; -33.441659360487705, -70.65065494999999; Banco Ahumada 125; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Ahumada # 199; -33.440853629636884, -70.6507399346558; Banco Ahumada 199 I; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Ahumada # 199; -33.440853629636884, -70.6507399346558; Banco Ahumada 199 II; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Ahumada # 302; -33.43975881757934, -70.65085680581966; Banco Ahumada 302 I; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Ahumada # 302; -33.43975881757934, -70.65085680581966; Banco Ahumada 302 II; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Alameda Lib. Bdo. O'Higgins # 883-893; -33.443230176788894, -70.64891061997527; Banco Alameda Centro I; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Alameda Lib. Bdo. O'Higgins # 883-893; -33.443230176788894, -70.64891061997527; Banco Alameda Centro II; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Estado # 155; -33.44076654616354, -70.64929850767209; Banco Estado; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Huérfanos # 1253 Local 2B; -33.439977360487035, -70.65451759999996; Banco Huérfanos; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Puente # 551; -33.436745710485724, -70.65132825; Banco Puente I; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Puente # 551; -33.436745710485724, -70.65132825; Banco Puente II; Regi&oacuten Metropolitana de Santiago; Santiago; Banco
Moneda # 970 Piso 08; -33.4419052604878, -70.65021515000001; Casa Matríz Banco Falabella; Regi&oacuten Metropolitana de Santiago; Santiago; Otros
Ahumada # 280; -33.43988757182275, -70.65086497698361; Centro de Pago CMR I; Regi&oacuten Metropolitana de Santiago; Santiago; Otros
Ahumada # 280; -33.43988757182275, -70.65086497698361; Centro de Pago CMR II; Regi&oacuten Metropolitana de Santiago; Santiago; Otros
Ahumada # 25; -33.442796350818966, -70.65043952724614; Falabella Mujer; Regi&oacuten Metropolitana de Santiago; Santiago; Tienda Falabella
Puente # 540; -33.43689561048579, -70.65132789999996; Falabella Puente; Regi&oacuten Metropolitana de Santiago; Santiago; Tienda Falabella
Rosas # 1665; -33.4359064475213, -70.66083621349179; Gerencia Rosas; Regi&oacuten Metropolitana de Santiago; Santiago; Otros
Catedral # 1850; -33.43866493121693, -70.66296842883611; Tottus Catedral; Regi&oacuten Metropolitana de Santiago; Santiago; Sup.Tottus
Nataniel Cox # 620; -33.45422131633955, -70.65247440211488; Tottus Nataniel; Regi&oacuten Metropolitana de Santiago; Santiago; Sup.Tottus
Av. V. Mackenna # 665; -33.44999436049101, -70.63156225; Tottus V.Mackenna I; Regi&oacuten Metropolitana de Santiago; Santiago; Sup.Tottus
Av. V. Mackenna # 665; -33.44999436049101, -70.63156225; Tottus V.Mackenna II; Regi&oacuten Metropolitana de Santiago; Santiago; Sup.Tottus
Av. Bdo. O'Higgins # 1132; -33.66428921057655, -70.92969845000005; Banco Talagante; Regi&oacuten Metropolitana de Santiago; Talagante; Banco
Caleteras Los Aromos # 441; -33.657047954114134, -70.91230046985163; Tottus Talagante I; Regi&oacuten Metropolitana de Santiago; Talagante; Sup.Tottus
Caleteras Los Aromos # 441; -33.657047954114134, -70.91230046985163; Tottus Talagante II ; Regi&oacuten Metropolitana de Santiago; Talagante; Sup.Tottus
Eyzaguirre # 715; -33.663332548337536, -70.93106158095087; Tottus Talagante Plaza I ; Regi&oacuten Metropolitana de Santiago; Talagante; Sup.Tottus
Eyzaguirre # 715; -33.663332548337536, -70.93106158095087; Tottus Talagante Plaza II; Regi&oacuten Metropolitana de Santiago; Talagante; Sup.Tottus
Av. Vitacura # 6844 Loc.2-5; -33.38813782825581, -70.56731730476984; Banco Los Cobre de Vitacura; Regi&oacuten Metropolitana de Santiago; Vitacura; Banco
Av. Vitacura # 9019; -33.38330131453214, -70.54973433068847; Tottus Vitacura I; Regi&oacuten Metropolitana de Santiago; Vitacura; Sup.Tottus
Av. Vitacura # 9019; -33.38330131453214, -70.54973433068847; Tottus Vitacura II; Regi&oacuten Metropolitana de Santiago; Vitacura; Sup.Tottus